statedistrict,datetime,tempmax,tempmin,temp,humidity,rainsum,rain,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,country
colombo,2016-11-15,30.5,24.1,27.2,82.9,0.263,True,True,0.0,24.1,14.8,286.7,1010.7,65.2,15.0,217.0,18.8,9.0,06:01:03,17:49:25,0.52,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-11-16,32.1,23.1,26.1,84.7,30.114,True,True,0.0,29.5,16.6,50.0,1009.8,54.5,11.8,215.9,18.7,8.0,06:01:22,17:49:28,0.56,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-11-17,31.1,23.8,25.8,86.5,7.466,True,True,0.2,28.4,20.5,38.8,1009.8,60.8,10.1,162.0,14.1,7.0,06:01:41,17:49:33,0.59,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-11-18,31.1,23.1,26.4,84.5,41.545,True,True,0.0,36.0,22.7,33.6,1008.9,61.6,12.8,227.8,19.7,8.0,06:02:01,17:49:38,0.62,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-11-19,29.2,24.1,26.3,86.3,20.198,True,True,0.0,28.8,16.6,33.0,1008.5,72.3,13.0,82.8,7.2,3.0,06:02:22,17:49:44,0.66,Rain Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,2016-11-20,29.1,24.9,26.4,85.0,0.787,True,True,0.0,19.8,13.0,345.0,1009.3,72.4,12.6,118.5,10.3,6.0,06:02:44,17:49:51,0.69,Rain Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,2016-11-21,30.2,23.9,26.5,83.5,1.022,True,True,0.0,23.8,14.8,94.3,1009.1,64.2,12.6,121.4,10.6,6.0,06:03:06,17:50:00,0.75,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-11-22,31.1,24.1,26.9,85.0,59.392,True,True,0.0,22.0,13.0,56.7,1009.1,60.3,11.4,179.2,15.5,7.0,06:03:29,17:50:09,0.76,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-11-23,31.1,24.1,27.1,83.7,53.76,True,True,0.0,25.2,14.8,53.5,1008.9,65.6,12.6,208.0,17.8,7.0,06:03:52,17:50:19,0.79,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-11-24,32.2,24.1,27.7,76.0,0.0,False,True,0.0,36.0,24.1,26.7,1008.8,48.5,13.0,224.2,19.2,8.0,06:04:16,17:50:30,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-11-25,32.0,25.1,27.9,73.5,4.692,True,True,0.0,37.8,24.1,22.7,1008.5,37.4,11.6,245.1,21.0,8.0,06:04:41,17:50:42,0.86,Rain Partially cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,Sri Lanka
colombo,2016-11-26,31.2,25.1,27.5,76.1,0.001,True,True,0.0,34.9,16.6,18.4,1010.0,60.1,12.7,168.6,14.5,7.0,06:05:06,17:50:55,0.89,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2016-11-27,31.1,24.1,27.0,73.9,0.0,False,True,0.0,41.0,22.3,27.5,1010.1,52.5,12.9,260.8,22.5,9.0,06:05:31,17:51:09,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-11-28,29.6,23.1,26.0,77.4,0.0,False,True,0.0,30.2,18.4,10.1,1010.7,45.9,11.4,239.6,20.5,8.0,06:05:57,17:51:24,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-11-29,29.1,22.1,26.1,74.9,0.0,False,True,0.0,32.0,13.0,7.3,1011.7,55.7,11.8,125.7,10.8,5.0,06:06:24,17:51:39,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-11-30,28.7,24.1,26.3,75.4,0.0,False,True,0.0,45.4,18.4,17.4,1011.6,66.2,11.9,136.3,11.7,6.0,06:06:51,17:51:56,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-01,30.1,24.0,26.6,69.9,0.0,False,True,0.0,31.0,9.4,6.1,1010.5,55.0,11.1,164.7,14.2,7.0,06:07:19,17:52:13,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-02,30.9,23.1,27.2,75.4,0.0,False,True,0.0,27.4,16.6,197.9,1011.0,23.0,10.9,219.9,19.0,8.0,06:07:46,17:52:32,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-03,31.1,22.1,27.2,75.2,0.0,False,True,0.0,19.8,14.8,215.5,1012.4,21.9,11.8,247.3,21.5,9.0,06:08:15,17:52:51,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-04,30.1,25.1,27.3,80.7,0.117,True,True,0.0,25.6,13.3,349.9,1012.7,39.0,10.2,230.7,19.9,8.0,06:08:43,17:53:11,0.16,Rain Partially cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,Sri Lanka
colombo,2016-12-05,33.1,24.1,27.8,74.8,0.0,False,True,0.0,32.8,20.5,13.6,1011.0,23.8,13.2,258.1,22.2,9.0,06:09:12,17:53:31,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-06,32.7,24.1,27.9,65.4,0.0,False,True,0.0,37.4,27.7,31.6,1010.3,25.9,14.7,253.4,21.9,9.0,06:09:42,17:53:53,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-07,32.1,23.1,27.2,73.0,0.0,False,True,0.0,32.8,24.1,18.6,1010.6,47.2,13.7,240.1,20.7,8.0,06:10:11,17:54:15,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-08,31.1,24.1,27.7,78.6,0.6,True,True,0.0,36.0,18.4,6.3,1010.9,67.0,12.6,203.1,17.4,7.0,06:10:41,17:54:38,0.3,Rain Partially cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,Sri Lanka
colombo,2016-12-09,30.4,25.1,27.4,78.3,0.439,True,True,0.0,35.6,11.2,331.0,1010.3,60.0,11.8,186.5,16.0,7.0,06:11:11,17:55:02,0.34,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-12-10,30.1,25.0,27.4,81.8,10.779,True,True,0.0,31.7,14.8,281.6,1009.4,60.5,11.9,218.4,18.7,8.0,06:11:41,17:55:26,0.37,Rain Partially cloudy,Partly cloudy throughout the day with rain clearing later.,rain,Sri Lanka
colombo,2016-12-11,30.6,24.1,27.8,76.3,0.3,True,True,0.0,39.2,21.2,254.8,1008.8,52.3,11.5,225.9,19.3,8.0,06:12:11,17:55:51,0.41,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2016-12-12,31.1,27.1,28.8,68.5,0.088,True,True,0.0,40.7,20.5,237.0,1008.8,41.7,13.1,225.8,19.6,8.0,06:12:42,17:56:16,0.44,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,2016-12-13,31.1,25.1,28.5,66.6,1.72,True,True,0.0,34.6,16.6,228.0,1009.2,49.2,13.1,203.0,17.6,7.0,06:13:12,17:56:42,0.47,Rain Partially cloudy,Partly cloudy throughout the day with rain clearing later.,rain,Sri Lanka
colombo,2016-12-14,30.3,24.1,27.3,68.0,0.0,False,True,0.0,23.8,9.4,179.7,1010.5,47.0,12.6,197.8,17.1,8.0,06:13:43,17:57:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-15,31.1,23.1,27.2,70.4,3.724,True,True,0.0,20.9,14.8,338.2,1011.0,50.6,13.2,252.1,21.6,9.0,06:14:14,17:57:36,0.54,Rain Partially cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,Sri Lanka
colombo,2016-12-16,31.1,23.1,27.1,76.0,0.031,True,True,0.0,24.1,16.6,12.6,1011.6,39.6,12.4,238.9,20.7,9.0,06:14:44,17:58:04,0.57,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,2016-12-17,32.1,24.1,27.5,74.4,0.039,True,True,0.0,34.6,25.9,30.7,1011.9,50.4,13.1,235.3,20.2,8.0,06:15:15,17:58:32,0.61,Rain Partially cloudy,Partly cloudy throughout the day with afternoon rain.,rain,Sri Lanka
colombo,2016-12-18,32.1,23.1,27.7,68.6,0.0,False,True,0.0,37.8,25.9,21.4,1011.5,36.0,12.3,238.6,20.6,8.0,06:15:45,17:59:00,0.64,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,Sri Lanka
colombo,2016-12-19,30.1,24.1,26.8,75.1,0.0,False,True,0.0,40.7,24.8,31.0,1011.3,68.4,12.3,191.9,16.4,7.0,06:16:15,17:59:29,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-20,30.6,25.1,27.7,79.1,0.36,True,True,0.0,33.1,14.8,246.9,1010.9,53.2,12.7,193.1,16.8,7.0,06:16:46,17:59:59,0.71,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-12-21,31.1,25.0,27.7,79.4,57.729,True,True,0.0,20.5,14.8,320.6,1011.9,52.9,12.7,218.8,18.9,8.0,06:17:15,18:00:28,0.75,Rain Partially cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,Sri Lanka
colombo,2016-12-22,31.1,24.9,27.6,74.8,0.51,True,True,0.0,29.2,16.6,352.0,1012.0,41.4,12.5,239.8,20.7,8.0,06:17:45,18:00:58,0.77,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,2016-12-23,30.4,21.1,26.5,66.1,0.0,False,True,0.0,34.2,20.5,14.3,1011.1,40.8,15.5,270.2,23.5,9.0,06:18:15,18:01:28,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-24,29.1,19.1,25.0,69.3,0.0,False,True,0.0,29.2,16.6,0.1,1010.1,20.3,15.5,274.3,23.9,9.0,06:18:44,18:01:59,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-25,29.1,19.1,24.8,69.3,0.0,False,True,0.0,32.4,14.8,9.4,1010.9,12.8,13.2,270.2,23.5,9.0,06:19:13,18:02:29,0.87,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2016-12-26,30.1,21.1,26.7,73.8,0.0,False,True,0.0,34.9,22.3,11.0,1010.2,49.6,13.0,245.5,21.4,9.0,06:19:41,18:03:00,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-27,32.1,25.0,27.1,79.9,47.547,True,True,0.0,41.0,27.7,27.7,1009.1,69.1,11.3,180.9,15.7,6.0,06:20:09,18:03:31,0.93,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-12-28,31.1,24.1,26.4,85.4,11.992,True,True,0.0,27.7,14.8,43.0,1009.4,54.1,12.0,197.3,16.9,8.0,06:20:37,18:04:02,0.97,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2016-12-29,30.5,23.9,26.7,79.4,40.326,True,True,0.0,32.8,24.1,48.9,1009.7,49.9,12.3,200.4,17.4,8.0,06:21:04,18:04:33,0.0,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2016-12-30,32.1,23.1,27.3,70.4,0.0,False,True,0.0,38.9,25.9,37.6,1010.7,43.5,13.4,246.2,21.4,8.0,06:21:31,18:05:04,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2016-12-31,32.1,24.1,27.6,68.5,0.17,True,True,0.0,44.3,27.7,33.5,1010.5,54.0,12.8,247.4,21.2,9.0,06:21:58,18:05:35,0.07,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2017-01-01,32.1,24.1,27.4,71.1,0.169,True,True,0.0,36.7,27.7,29.4,1010.8,45.4,12.3,227.1,19.6,8.0,06:22:22,18:06:05,0.11,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2017-01-02,31.1,24.1,27.1,73.6,0.0,False,True,0.0,43.6,25.9,19.1,1011.4,59.9,13.4,242.3,20.8,9.0,06:22:48,18:06:36,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-01-03,32.1,25.1,27.8,70.6,0.0,False,True,0.0,42.5,29.5,17.7,1011.2,59.4,13.6,225.6,19.5,8.0,06:23:12,18:07:07,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-01-04,30.3,22.1,26.1,72.6,0.0,False,True,0.0,38.2,20.5,8.6,1011.4,23.2,14.2,268.9,23.2,9.0,06:23:36,18:07:38,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-01-05,29.1,20.1,25.0,69.3,0.0,False,True,0.0,40.0,23.0,2.1,1011.0,12.0,12.5,274.5,23.8,9.0,06:23:59,18:08:08,0.25,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-01-06,32.1,21.1,26.0,67.1,0.0,False,True,0.0,38.2,22.3,24.3,1010.7,15.0,11.0,268.9,23.2,9.0,06:24:22,18:08:39,0.25,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-01-07,32.1,21.1,26.1,62.8,0.0,False,True,0.0,41.4,22.3,21.8,1009.6,0.4,13.0,276.2,23.9,9.0,06:24:44,18:09:09,0.32,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-01-08,32.7,18.1,25.5,58.9,0.0,False,True,0.0,39.6,27.7,23.8,1009.2,3.7,16.7,282.3,24.5,10.0,06:25:05,18:09:39,0.35,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-01-09,31.1,19.1,25.3,63.4,0.0,False,True,0.0,31.7,18.7,12.6,1009.7,9.4,14.3,271.3,23.5,9.0,06:25:26,18:10:08,0.39,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-01-10,30.1,20.1,25.3,68.9,0.0,False,True,0.0,30.6,18.4,355.0,1010.6,6.3,13.8,272.8,23.6,9.0,06:25:46,18:10:38,0.42,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-01-11,29.2,22.1,25.7,74.1,0.0,False,True,0.0,33.8,14.8,328.4,1010.7,15.2,12.6,273.6,23.6,9.0,06:26:04,18:11:07,0.46,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-01-12,29.4,19.1,25.2,73.6,0.0,False,True,0.0,33.8,17.6,325.7,1010.1,15.7,12.6,265.8,22.9,9.0,06:26:23,18:11:35,0.5,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-01-13,33.1,20.1,26.5,60.2,0.0,False,True,0.0,32.8,29.5,44.5,1009.7,18.1,12.1,271.7,23.5,9.0,06:26:40,18:12:03,0.53,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-01-14,32.1,20.1,25.8,64.8,0.0,False,True,0.0,26.6,18.4,18.7,1010.8,38.0,13.5,242.7,21.1,9.0,06:26:56,18:12:31,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-01-15,34.1,22.1,27.2,62.5,0.0,False,True,0.0,34.2,24.1,37.6,1011.8,31.0,13.0,265.6,23.1,9.0,06:27:12,18:12:58,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-01-16,32.1,23.1,27.3,62.5,0.0,False,True,0.0,43.2,24.1,21.3,1011.9,27.2,13.2,273.4,23.5,9.0,06:27:27,18:13:25,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-01-17,31.1,22.1,26.4,61.3,0.0,False,True,0.0,42.8,29.5,24.9,1011.8,3.1,14.6,279.8,24.2,9.0,06:27:41,18:13:52,0.65,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-01-18,33.1,21.1,26.7,57.3,0.0,False,True,0.0,41.4,24.5,33.5,1012.4,21.8,16.8,261.5,22.5,9.0,06:27:54,18:14:17,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-01-19,33.1,22.1,27.0,66.6,0.0,False,True,0.0,41.4,24.8,22.3,1012.0,29.5,14.4,249.1,21.7,9.0,06:28:06,18:14:43,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-01-20,30.3,23.1,26.5,73.5,0.0,False,True,0.0,44.3,29.5,28.8,1011.6,54.1,11.9,222.2,19.2,8.0,06:28:17,18:15:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-01-21,33.1,24.1,27.1,78.8,14.579,True,True,0.0,32.4,14.8,14.9,1011.5,55.4,13.5,239.0,20.4,8.0,06:28:27,18:15:32,0.78,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2017-01-22,31.1,24.1,26.9,78.4,1.449,True,True,0.0,34.2,27.7,36.2,1013.1,57.1,12.7,141.9,12.2,6.0,06:28:36,18:15:55,0.82,Rain Partially cloudy,Partly cloudy throughout the day with afternoon rain.,rain,Sri Lanka
colombo,2017-01-23,31.1,24.1,26.3,78.6,0.009,True,True,0.0,42.5,33.5,31.4,1012.7,78.7,12.4,142.6,12.2,6.0,06:28:45,18:16:18,0.85,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2017-01-24,28.1,23.1,25.1,82.6,0.445,True,True,0.0,44.6,24.1,30.1,1011.3,87.9,11.4,131.7,11.5,5.0,06:28:52,18:16:41,0.88,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2017-01-25,31.1,24.1,26.7,79.0,0.004,True,True,0.0,33.5,18.4,40.0,1011.5,65.4,11.6,182.3,15.7,7.0,06:28:59,18:17:03,0.91,Rain Partially cloudy,Partly cloudy throughout the day with rain clearing later.,rain,Sri Lanka
colombo,2017-01-26,32.5,24.1,27.6,76.3,0.0,False,True,0.0,29.9,20.5,27.8,1011.5,63.9,12.4,227.2,19.5,8.0,06:29:04,18:17:24,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-01-27,27.7,24.1,25.5,89.5,18.682,True,True,0.0,29.9,15.1,132.8,1011.5,89.4,10.5,79.9,7.1,4.0,06:29:09,18:17:44,0.98,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2017-01-28,30.1,23.1,26.7,79.6,0.021,True,True,0.0,19.8,16.6,351.6,1011.1,49.6,11.4,231.3,20.1,9.0,06:29:12,18:18:04,0.0,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2017-01-29,33.1,23.1,26.9,81.1,47.264,True,True,0.0,22.3,22.3,35.3,1011.3,44.6,12.0,252.2,21.7,9.0,06:29:15,18:18:23,0.05,Rain Partially cloudy,Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,Sri Lanka
colombo,2017-01-30,31.1,24.1,26.6,81.6,3.188,True,True,0.0,27.7,14.8,35.8,1011.6,70.0,12.9,213.7,18.4,8.0,06:29:16,18:18:42,0.08,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2017-01-31,32.1,23.1,27.1,74.9,0.002,True,True,0.0,28.8,18.4,10.3,1011.4,45.8,12.1,257.6,22.2,9.0,06:29:17,18:18:59,0.12,Rain Partially cloudy,Clearing in the afternoon with morning rain.,rain,Sri Lanka
colombo,2017-02-01,32.1,21.1,26.6,73.2,0.007,True,True,0.0,27.7,18.4,0.4,1012.0,15.9,13.3,284.4,24.6,10.0,06:29:17,18:19:17,0.15,Rain,Clear conditions throughout the day with morning rain.,rain,Sri Lanka
colombo,2017-02-02,32.1,21.1,26.4,66.0,0.0,False,True,0.0,37.8,22.3,16.3,1013.1,13.3,12.6,285.2,24.7,10.0,06:29:15,18:19:33,0.19,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-02-03,33.2,21.1,26.9,58.6,0.0,False,True,0.0,46.8,38.9,34.7,1012.1,0.2,17.6,292.2,25.1,10.0,06:29:13,18:19:49,0.22,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-02-04,32.1,20.1,26.1,59.4,0.0,False,True,0.0,45.4,27.7,24.2,1011.6,11.2,13.4,277.2,24.1,10.0,06:29:10,18:20:04,0.25,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-02-05,30.1,21.1,26.0,64.8,0.0,False,True,0.0,33.1,16.6,1.1,1012.1,24.7,13.7,268.8,23.3,9.0,06:29:06,18:20:18,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-02-06,30.4,22.1,26.4,65.2,0.0,False,True,0.0,28.1,16.6,355.6,1012.4,27.7,11.3,289.9,25.0,10.0,06:29:01,18:20:32,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-02-07,30.1,20.1,25.7,64.5,0.0,False,True,0.0,25.6,18.4,335.4,1012.1,0.5,11.4,291.6,25.3,10.0,06:28:55,18:20:45,0.37,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-02-08,29.1,20.1,25.5,71.9,0.0,False,True,0.0,27.0,14.8,321.4,1012.0,12.0,11.5,270.5,23.6,9.0,06:28:48,18:20:57,0.4,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-02-09,31.1,20.1,25.9,69.2,0.0,False,True,0.0,32.4,18.4,3.4,1011.4,10.5,11.9,268.6,23.3,9.0,06:28:40,18:21:09,0.44,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-02-10,30.1,21.1,26.4,67.8,0.0,False,True,0.0,28.8,16.6,352.6,1010.9,30.8,12.9,278.8,24.1,9.0,06:28:32,18:21:19,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,Sri Lanka
colombo,2017-02-11,31.1,21.1,26.6,69.0,0.0,False,True,0.0,33.1,18.7,3.0,1011.1,22.8,13.3,280.6,24.4,9.0,06:28:22,18:21:30,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-02-12,31.1,23.1,27.0,63.7,0.0,False,True,0.0,34.9,20.5,11.5,1012.1,22.9,13.6,277.9,24.1,9.0,06:28:12,18:21:39,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-02-13,34.1,22.1,27.7,64.9,0.0,False,True,0.0,38.2,25.9,32.0,1012.7,35.5,14.0,271.1,23.4,9.0,06:28:00,18:21:48,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-02-14,34.1,24.1,27.5,74.6,20.073,True,True,0.0,34.2,24.1,52.6,1013.4,41.5,12.4,237.1,20.3,9.0,06:27:48,18:21:56,0.6,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2017-02-15,33.1,25.0,28.5,68.1,0.023,True,True,0.0,37.1,33.5,36.3,1013.4,40.1,13.8,252.2,21.8,9.0,06:27:35,18:22:04,0.64,Rain Partially cloudy,Partly cloudy throughout the day with afternoon rain.,rain,Sri Lanka
colombo,2017-02-16,34.6,24.1,28.8,59.4,0.0,False,True,0.0,45.7,35.3,36.2,1011.3,17.3,12.1,282.7,24.4,10.0,06:27:22,18:22:10,0.67,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2017-02-17,33.1,24.1,28.5,61.0,0.0,False,True,0.0,44.3,33.5,31.0,1010.6,27.4,13.1,275.2,23.7,10.0,06:27:07,18:22:17,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-02-18,33.1,23.1,27.7,71.5,9.759,True,True,0.0,39.6,27.7,28.6,1011.8,45.4,12.7,259.9,22.5,9.0,06:26:52,18:22:22,0.73,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2017-02-19,32.1,24.7,27.2,77.6,50.305,True,True,0.0,31.0,20.5,39.9,1012.4,88.4,11.9,197.1,17.1,8.0,06:26:36,18:22:27,0.75,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2017-02-20,32.1,24.1,27.2,72.9,0.0,False,True,0.0,26.3,16.6,303.0,1010.8,66.8,11.6,197.6,17.1,8.0,06:26:19,18:22:31,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-02-21,30.1,23.1,27.2,76.8,0.0,False,True,0.0,28.4,18.4,248.5,1010.6,47.5,11.4,259.3,22.5,9.0,06:26:02,18:22:35,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-02-22,30.1,24.0,27.3,76.8,0.0,False,True,0.0,29.9,16.6,252.4,1010.1,20.4,11.3,263.8,22.9,9.0,06:25:43,18:22:38,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-02-23,31.1,24.1,27.8,74.2,0.2,True,True,0.0,24.5,14.8,278.0,1011.2,34.3,12.3,250.8,21.6,8.0,06:25:24,18:22:41,0.89,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2017-02-24,31.1,25.1,27.7,75.1,4.475,True,True,0.0,20.5,14.8,286.1,1011.6,41.0,11.7,255.7,22.0,9.0,06:25:05,18:22:43,0.92,Rain Partially cloudy,Clearing in the afternoon with late afternoon rain.,rain,Sri Lanka
colombo,2017-02-25,31.1,24.1,27.2,77.1,1.117,True,True,0.0,25.2,16.6,27.0,1011.5,58.5,11.9,249.4,21.6,9.0,06:24:45,18:22:45,0.96,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2017-02-26,28.7,24.1,26.5,79.6,0.0,False,True,0.0,15.1,9.4,52.7,1010.1,73.5,11.8,81.7,7.0,3.0,06:24:24,18:22:46,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2017-02-27,30.1,24.1,27.1,74.2,0.851,True,True,0.0,31.3,22.3,24.4,1009.4,63.2,12.0,190.5,16.3,7.0,06:24:02,18:22:46,0.02,Rain Partially cloudy,Partly cloudy throughout the day with rain clearing later.,rain,Sri Lanka
colombo,2017-02-28,30.1,25.1,26.9,79.0,0.123,True,True,0.0,32.4,22.3,37.2,1009.4,74.5,12.5,214.5,18.6,8.0,06:23:40,18:22:46,0.06,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
